"REF_DATE","GEO","DGUID","Commodity","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2021A000011124","Ale, beer, stout and porter","Exports","Kilolitres","195","thousands","3","v108406","1.19.7","131.68","","","","2"
"2024","Canada","2021A000011124","Ale, beer, stout and porter","Exports","Kilolitres","195","thousands","3","v108406","1.19.7","127.72","","","","2"
"2025","Canada","2021A000011124","Ale, beer, stout and porter","Exports","Kilolitres","195","thousands","3","v108406","1.19.7","70.39","","","","2"
"2021","Canada","2021A000011124","Distilled spirits","Imports","Kilolitres","195","thousands","3","v108415","1.20.5","25.88","","","","2"
"2022","Canada","2021A000011124","Distilled spirits","Imports","Kilolitres","195","thousands","3","v108415","1.20.5","26.34","","","","2"
"2023","Canada","2021A000011124","Distilled spirits","Imports","Kilolitres","195","thousands","3","v108415","1.20.5","29.05","","","","2"
"2024","Canada","2021A000011124","Distilled spirits","Imports","Kilolitres","195","thousands","3","v108415","1.20.5","26.53","","","","2"
"2025","Canada","2021A000011124","Distilled spirits","Imports","Kilolitres","195","thousands","3","v108415","1.20.5","26.45","","","","2"
"2021","Canada","2021A000011124","Distilled spirits","Total disposition","Kilolitres","195","thousands","3","v54326423","1.20.11","368.15","","","","2"
"2022","Canada","2021A000011124","Distilled spirits","Total disposition","Kilolitres","195","thousands","3","v54326423","1.20.11","361.07","","","","2"
"2023","Canada","2021A000011124","Distilled spirits","Total disposition","Kilolitres","195","thousands","3","v54326423","1.20.11","352.81","","","","2"
"2024","Canada","2021A000011124","Distilled spirits","Total disposition","Kilolitres","195","thousands","3","v54326423","1.20.11","329.72","","","","2"
"2025","Canada","2021A000011124","Distilled spirits","Total disposition","Kilolitres","195","thousands","3","v54326423","1.20.11","309.64","","","","2"
"2021","Canada","2021A000011124","Distilled spirits","Domestic disappearance","Kilolitres","195","thousands","3","v108411","1.20.1","191.70","","","","2"
"2022","Canada","2021A000011124","Distilled spirits","Domestic disappearance","Kilolitres","195","thousands","3","v108411","1.20.1","193.60","","","","2"
"2023","Canada","2021A000011124","Distilled spirits","Domestic disappearance","Kilolitres","195","thousands","3","v108411","1.20.1","192.35","","","","2"
"2024","Canada","2021A000011124","Distilled spirits","Domestic disappearance","Kilolitres","195","thousands","3","v108411","1.20.1","184.85","","","","2"
"2025","Canada","2021A000011124","Distilled spirits","Domestic disappearance","Kilolitres","195","thousands","3","v108411","1.20.1","176.73","","","","2"
"2021","Canada","2021A000011124","Distilled spirits","Exports","Kilolitres","195","thousands","3","v108417","1.20.7","176.46","","","","2"
"2022","Canada","2021A000011124","Distilled spirits","Exports","Kilolitres","195","thousands","3","v108417","1.20.7","167.47","","","","2"
"2023","Canada","2021A000011124","Distilled spirits","Exports","Kilolitres","195","thousands","3","v108417","1.20.7","160.46","","","","2"
"2024","Canada","2021A000011124","Distilled spirits","Exports","Kilolitres","195","thousands","3","v108417","1.20.7","144.87","","","","2"
"2025","Canada","2021A000011124","Distilled spirits","Exports","Kilolitres","195","thousands","3","v108417","1.20.7","132.91","","","","2"
"2021","Canada","2021A000011124","Wines","Imports","Kilolitres","195","thousands","3","v108426","1.21.5","442.69","","","","2"
"2022","Canada","2021A000011124","Wines","Imports","Kilolitres","195","thousands","3","v108426","1.21.5","415.70","","","","2"
"2023","Canada","2021A000011124","Wines","Imports","Kilolitres","195","thousands","3","v108426","1.21.5","407.38","","","","2"
"2024","Canada","2021A000011124","Wines","Imports","Kilolitres","195","thousands","3","v108426","1.21.5","359.95","","","","2"
"2025","Canada","2021A000011124","Wines","Imports","Kilolitres","195","thousands","3","v108426","1.21.5","388.71","","","","2"
"2021","Canada","2021A000011124","Wines","Total disposition","Kilolitres","195","thousands","3","v54326424","1.21.11","715.93","","","","2"
"2022","Canada","2021A000011124","Wines","Total disposition","Kilolitres","195","thousands","3","v54326424","1.21.11","719.71","","","","2"
"2023","Canada","2021A000011124","Wines","Total disposition","Kilolitres","195","thousands","3","v54326424","1.21.11","720.22","","","","2"
"2024","Canada","2021A000011124","Wines","Total disposition","Kilolitres","195","thousands","3","v54326424","1.21.11","706.08","","","","2"
"2025","Canada","2021A000011124","Wines","Total disposition","Kilolitres","195","thousands","3","v54326424","1.21.11","647.49","","","","2"
"2021","Canada","2021A000011124","Wines","Domestic disappearance","Kilolitres","195","thousands","3","v108422","1.21.1","537.41","","","","2"
"2022","Canada","2021A000011124","Wines","Domestic disappearance","Kilolitres","195","thousands","3","v108422","1.21.1","516.10","","","","2"
"2023","Canada","2021A000011124","Wines","Domestic disappearance","Kilolitres","195","thousands","3","v108422","1.21.1","500.44","","","","2"
"2024","Canada","2021A000011124","Wines","Domestic disappearance","Kilolitres","195","thousands","3","v108422","1.21.1","476.37","","","","2"
"2025","Canada","2021A000011124","Wines","Domestic disappearance","Kilolitres","195","thousands","3","v108422","1.21.1","460.37","","","","2"
"2021","Canada","2021A000011124","Wines","Exports","Kilolitres","195","thousands","3","v108428","1.21.7","178.52","","","","2"
"2022","Canada","2021A000011124","Wines","Exports","Kilolitres","195","thousands","3","v108428","1.21.7","203.61","","","","2"
"2023","Canada","2021A000011124","Wines","Exports","Kilolitres","195","thousands","3","v108428","1.21.7","219.78","","","","2"
"2024","Canada","2021A000011124","Wines","Exports","Kilolitres","195","thousands","3","v108428","1.21.7","229.72","","","","2"
"2025","Canada","2021A000011124","Wines","Exports","Kilolitres","195","thousands","3","v108428","1.21.7","187.12","","","","2"
"2021","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Imports","Kilolitres","195","thousands","3","v107740353","1.193.5","74.02","","","","2"
"2022","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Imports","Kilolitres","195","thousands","3","v107740353","1.193.5","66.40","","","","2"
"2023","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Imports","Kilolitres","195","thousands","3","v107740353","1.193.5","71.12","","","","2"
"2024","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Imports","Kilolitres","195","thousands","3","v107740353","1.193.5","63.45","","","","2"
"2025","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Imports","Kilolitres","195","thousands","3","v107740353","1.193.5","46.81","","","","2"
"2021","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Total disposition","Kilolitres","195","thousands","3","v107740354","1.193.11","390.33","","","","2"
"2022","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Total disposition","Kilolitres","195","thousands","3","v107740354","1.193.11","441.49","","","","2"
"2023","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Total disposition","Kilolitres","195","thousands","3","v107740354","1.193.11","423.59","","","","2"
"2024","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Total disposition","Kilolitres","195","thousands","3","v107740354","1.193.11","430.71","","","","2"
"2025","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Total disposition","Kilolitres","195","thousands","3","v107740354","1.193.11","460.33","","","","2"
"2021","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Domestic disappearance","Kilolitres","195","thousands","3","v107740355","1.193.1","330.46","","","","2"
"2022","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Domestic disappearance","Kilolitres","195","thousands","3","v107740355","1.193.1","369.85","","","","2"
"2023","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Domestic disappearance","Kilolitres","195","thousands","3","v107740355","1.193.1","372.03","","","","2"
"2024","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Domestic disappearance","Kilolitres","195","thousands","3","v107740355","1.193.1","376.91","","","","2"
"2025","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Domestic disappearance","Kilolitres","195","thousands","3","v107740355","1.193.1","385.10","","","","2"
"2021","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Exports","Kilolitres","195","thousands","3","v107740356","1.193.7","59.86","","","","2"
"2022","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Exports","Kilolitres","195","thousands","3","v107740356","1.193.7","71.64","","","","2"
"2023","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Exports","Kilolitres","195","thousands","3","v107740356","1.193.7","51.56","","","","2"
"2024","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Exports","Kilolitres","195","thousands","3","v107740356","1.193.7","53.81","","","","2"
"2025","Canada","2021A000011124","Ciders, coolers and other refreshment beverages","Exports","Kilolitres","195","thousands","3","v107740356","1.193.7","75.23","","","","2"
"2021","Canada","2021A000011124","Soft drinks","Imports","Kilolitres","195","thousands","3","v108437","1.22.5","334.42","","","","2"
"2022","Canada","2021A000011124","Soft drinks","Imports","Kilolitres","195","thousands","3","v108437","1.22.5","369.57","","","","2"
"2023","Canada","2021A000011124","Soft drinks","Imports","Kilolitres","195","thousands","3","v108437","1.22.5","397.16","","","","2"
"2024","Canada","2021A000011124","Soft drinks","Imports","Kilolitres","195","thousands","3","v108437","1.22.5","","..","","","2"
"2025","Canada","2021A000011124","Soft drinks","Imports","Kilolitres","195","thousands","3","v108437","1.22.5","416.23","","","","2"
"2021","Canada","2021A000011124","Soft drinks","Total disposition","Kilolitres","195","thousands","3","v54326425","1.22.11","2150.73","","","","2"
"2022","Canada","2021A000011124","Soft drinks","Total disposition","Kilolitres","195","thousands","3","v54326425","1.22.11","2050.99","","","","2"
"2023","Canada","2021A000011124","Soft drinks","Total disposition","Kilolitres","195","thousands","3","v54326425","1.22.11","2031.18","","","","2"
"2024","Canada","2021A000011124","Soft drinks","Total disposition","Kilolitres","195","thousands","3","v54326425","1.22.11","","..","","","2"
"2025","Canada","2021A000011124","Soft drinks","Total disposition","Kilolitres","195","thousands","3","v54326425","1.22.11","1996.89","","","","2"
"2021","Canada","2021A000011124","Soft drinks","Domestic disappearance","Kilolitres","195","thousands","3","v108433","1.22.1","1961.89","","","","2"
"2022","Canada","2021A000011124","Soft drinks","Domestic disappearance","Kilolitres","195","thousands","3","v108433","1.22.1","1891.30","","","","2"
"2023","Canada","2021A000011124","Soft drinks","Domestic disappearance","Kilolitres","195","thousands","3","v108433","1.22.1","1829.48","","","","2"
"2024","Canada","2021A000011124","Soft drinks","Domestic disappearance","Kilolitres","195","thousands","3","v108433","1.22.1","","..","","","2"
"2025","Canada","2021A000011124","Soft drinks","Domestic disappearance","Kilolitres","195","thousands","3","v108433","1.22.1","1771.41","","","","2"
"2021","Canada","2021A000011124","Soft drinks","Exports","Kilolitres","195","thousands","3","v108439","1.22.7","188.85","","","","2"
"2022","Canada","2021A000011124","Soft drinks","Exports","Kilolitres","195","thousands","3","v108439","1.22.7","159.69","","","","2"
"2023","Canada","2021A000011124","Soft drinks","Exports","Kilolitres","195","thousands","3","v108439","1.22.7","201.70","","","","2"
"2024","Canada","2021A000011124","Soft drinks","Exports","Kilolitres","195","thousands","3","v108439","1.22.7","","..","","","2"
"2025","Canada","2021A000011124","Soft drinks","Exports","Kilolitres","195","thousands","3","v108439","1.22.7","225.48","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Total supply","Tonnes","288","thousands","3","v108445","1.24.2","216.77","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Total supply","Tonnes","288","thousands","3","v108445","1.24.2","211.86","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Total supply","Tonnes","288","thousands","3","v108445","1.24.2","212.51","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Total supply","Tonnes","288","thousands","3","v108445","1.24.2","214.86","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Total supply","Tonnes","288","thousands","3","v108445","1.24.2","217.46","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Beginning stocks","Tonnes","288","thousands","3","v108446","1.24.3","42.37","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Beginning stocks","Tonnes","288","thousands","3","v108446","1.24.3","41.44","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Beginning stocks","Tonnes","288","thousands","3","v108446","1.24.3","43.83","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Beginning stocks","Tonnes","288","thousands","3","v108446","1.24.3","43.28","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Beginning stocks","Tonnes","288","thousands","3","v108446","1.24.3","39.20","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Production","Tonnes","288","thousands","3","v108447","1.24.4","168.07","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Production","Tonnes","288","thousands","3","v108447","1.24.4","162.66","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Production","Tonnes","288","thousands","3","v108447","1.24.4","160.23","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Production","Tonnes","288","thousands","3","v108447","1.24.4","161.32","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Production","Tonnes","288","thousands","3","v108447","1.24.4","167.23","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Imports","Tonnes","288","thousands","3","v108448","1.24.5","6.34","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Imports","Tonnes","288","thousands","3","v108448","1.24.5","7.76","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Imports","Tonnes","288","thousands","3","v108448","1.24.5","8.45","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Imports","Tonnes","288","thousands","3","v108448","1.24.5","10.26","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Imports","Tonnes","288","thousands","3","v108448","1.24.5","11.03","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Total disposition","Tonnes","288","thousands","3","v54326437","1.24.11","175.33","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Total disposition","Tonnes","288","thousands","3","v54326437","1.24.11","168.04","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Total disposition","Tonnes","288","thousands","3","v54326437","1.24.11","169.23","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Total disposition","Tonnes","288","thousands","3","v54326437","1.24.11","175.66","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Total disposition","Tonnes","288","thousands","3","v54326437","1.24.11","174.69","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Domestic disappearance","Tonnes","288","thousands","3","v108444","1.24.1","145.16","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Domestic disappearance","Tonnes","288","thousands","3","v108444","1.24.1","139.34","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Domestic disappearance","Tonnes","288","thousands","3","v108444","1.24.1","141.13","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Domestic disappearance","Tonnes","288","thousands","3","v108444","1.24.1","147.23","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Domestic disappearance","Tonnes","288","thousands","3","v108444","1.24.1","145.67","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Exports","Tonnes","288","thousands","3","v108450","1.24.7","1.59","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Exports","Tonnes","288","thousands","3","v108450","1.24.7","1.04","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Exports","Tonnes","288","thousands","3","v108450","1.24.7","0.86","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Exports","Tonnes","288","thousands","3","v108450","1.24.7","1.00","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Exports","Tonnes","288","thousands","3","v108450","1.24.7","0.60","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Manufacturing","Tonnes","288","thousands","3","v108451","1.24.8","28.57","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Manufacturing","Tonnes","288","thousands","3","v108451","1.24.8","27.65","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Manufacturing","Tonnes","288","thousands","3","v108451","1.24.8","27.24","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Manufacturing","Tonnes","288","thousands","3","v108451","1.24.8","27.42","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Manufacturing","Tonnes","288","thousands","3","v108451","1.24.8","28.43","","","","2"
"2021","Canada","2021A000011124","Cheddar cheese","Ending stocks","Tonnes","288","thousands","3","v108453","1.24.10","41.44","","","","2"
"2022","Canada","2021A000011124","Cheddar cheese","Ending stocks","Tonnes","288","thousands","3","v108453","1.24.10","43.83","","","","2"
"2023","Canada","2021A000011124","Cheddar cheese","Ending stocks","Tonnes","288","thousands","3","v108453","1.24.10","43.28","","","","2"
"2024","Canada","2021A000011124","Cheddar cheese","Ending stocks","Tonnes","288","thousands","3","v108453","1.24.10","39.20","","","","2"
"2025","Canada","2021A000011124","Cheddar cheese","Ending stocks","Tonnes","288","thousands","3","v108453","1.24.10","42.76","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Total supply","Tonnes","288","thousands","3","v108577","1.25.2","83.66","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Total supply","Tonnes","288","thousands","3","v108577","1.25.2","87.37","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Total supply","Tonnes","288","thousands","3","v108577","1.25.2","83.37","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Total supply","Tonnes","288","thousands","3","v108577","1.25.2","87.18","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Total supply","Tonnes","288","thousands","3","v108577","1.25.2","84.99","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Beginning stocks","Tonnes","288","thousands","3","v108578","1.25.3","11.01","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Beginning stocks","Tonnes","288","thousands","3","v108578","1.25.3","10.13","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Beginning stocks","Tonnes","288","thousands","3","v108578","1.25.3","10.72","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Beginning stocks","Tonnes","288","thousands","3","v108578","1.25.3","10.54","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Beginning stocks","Tonnes","288","thousands","3","v108578","1.25.3","10.99","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Production","Tonnes","288","thousands","3","v108579","1.25.4","70.61","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Production","Tonnes","288","thousands","3","v108579","1.25.4","75.20","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Production","Tonnes","288","thousands","3","v108579","1.25.4","70.38","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Production","Tonnes","288","thousands","3","v108579","1.25.4","74.33","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Production","Tonnes","288","thousands","3","v108579","1.25.4","71.78","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Imports","Tonnes","288","thousands","3","v108580","1.25.5","2.04","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Imports","Tonnes","288","thousands","3","v108580","1.25.5","2.04","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Imports","Tonnes","288","thousands","3","v108580","1.25.5","2.28","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Imports","Tonnes","288","thousands","3","v108580","1.25.5","2.30","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Imports","Tonnes","288","thousands","3","v108580","1.25.5","2.22","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Total disposition","Tonnes","288","thousands","3","v54326448","1.25.11","73.53","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Total disposition","Tonnes","288","thousands","3","v54326448","1.25.11","76.66","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Total disposition","Tonnes","288","thousands","3","v54326448","1.25.11","72.83","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Total disposition","Tonnes","288","thousands","3","v54326448","1.25.11","76.19","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Total disposition","Tonnes","288","thousands","3","v54326448","1.25.11","74.15","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Domestic disappearance","Tonnes","288","thousands","3","v108576","1.25.1","73.50","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Domestic disappearance","Tonnes","288","thousands","3","v108576","1.25.1","76.62","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Domestic disappearance","Tonnes","288","thousands","3","v108576","1.25.1","72.78","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Domestic disappearance","Tonnes","288","thousands","3","v108576","1.25.1","76.15","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Domestic disappearance","Tonnes","288","thousands","3","v108576","1.25.1","74.11","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Exports","Tonnes","288","thousands","3","v108582","1.25.7","0.04","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Exports","Tonnes","288","thousands","3","v108582","1.25.7","0.04","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Exports","Tonnes","288","thousands","3","v108582","1.25.7","0.04","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Exports","Tonnes","288","thousands","3","v108582","1.25.7","0.04","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Exports","Tonnes","288","thousands","3","v108582","1.25.7","0.04","","","","2"
"2021","Canada","2021A000011124","Processed cheese","Ending stocks","Tonnes","288","thousands","3","v108585","1.25.10","10.13","","","","2"
"2022","Canada","2021A000011124","Processed cheese","Ending stocks","Tonnes","288","thousands","3","v108585","1.25.10","10.72","","","","2"
"2023","Canada","2021A000011124","Processed cheese","Ending stocks","Tonnes","288","thousands","3","v108585","1.25.10","10.54","","","","2"
"2024","Canada","2021A000011124","Processed cheese","Ending stocks","Tonnes","288","thousands","3","v108585","1.25.10","10.99","","","","2"
"2025","Canada","2021A000011124","Processed cheese","Ending stocks","Tonnes","288","thousands","3","v108585","1.25.10","10.84","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Total supply","Tonnes","288","thousands","3","v108709","1.26.2","408.40","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Total supply","Tonnes","288","thousands","3","v108709","1.26.2","396.75","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Total supply","Tonnes","288","thousands","3","v108709","1.26.2","406.89","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Total supply","Tonnes","288","thousands","3","v108709","1.26.2","408.92","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Total supply","Tonnes","288","thousands","3","v108709","1.26.2","398.35","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Beginning stocks","Tonnes","288","thousands","3","v108710","1.26.3","38.47","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Beginning stocks","Tonnes","288","thousands","3","v108710","1.26.3","37.64","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Beginning stocks","Tonnes","288","thousands","3","v108710","1.26.3","37.45","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Beginning stocks","Tonnes","288","thousands","3","v108710","1.26.3","37.54","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Beginning stocks","Tonnes","288","thousands","3","v108710","1.26.3","35.31","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Production","Tonnes","288","thousands","3","v108711","1.26.4","330.61","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Production","Tonnes","288","thousands","3","v108711","1.26.4","317.35","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Production","Tonnes","288","thousands","3","v108711","1.26.4","324.40","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Production","Tonnes","288","thousands","3","v108711","1.26.4","324.41","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Production","Tonnes","288","thousands","3","v108711","1.26.4","312.34","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Imports","Tonnes","288","thousands","3","v108712","1.26.5","39.32","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Imports","Tonnes","288","thousands","3","v108712","1.26.5","41.76","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Imports","Tonnes","288","thousands","3","v108712","1.26.5","45.04","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Imports","Tonnes","288","thousands","3","v108712","1.26.5","46.97","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Imports","Tonnes","288","thousands","3","v108712","1.26.5","50.70","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Total disposition","Tonnes","288","thousands","3","v54326458","1.26.11","370.76","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Total disposition","Tonnes","288","thousands","3","v54326458","1.26.11","359.30","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Total disposition","Tonnes","288","thousands","3","v54326458","1.26.11","369.35","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Total disposition","Tonnes","288","thousands","3","v54326458","1.26.11","373.61","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Total disposition","Tonnes","288","thousands","3","v54326458","1.26.11","362.39","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Domestic disappearance","Tonnes","288","thousands","3","v108708","1.26.1","334.53","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Domestic disappearance","Tonnes","288","thousands","3","v108708","1.26.1","323.70","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Domestic disappearance","Tonnes","288","thousands","3","v108708","1.26.1","332.04","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Domestic disappearance","Tonnes","288","thousands","3","v108708","1.26.1","333.68","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Domestic disappearance","Tonnes","288","thousands","3","v108708","1.26.1","324.22","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Exports","Tonnes","288","thousands","3","v108714","1.26.7","6.80","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Exports","Tonnes","288","thousands","3","v108714","1.26.7","7.36","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Exports","Tonnes","288","thousands","3","v108714","1.26.7","8.43","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Exports","Tonnes","288","thousands","3","v108714","1.26.7","11.07","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Exports","Tonnes","288","thousands","3","v108714","1.26.7","10.38","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Manufacturing","Tonnes","288","thousands","3","v108715","1.26.8","29.42","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Manufacturing","Tonnes","288","thousands","3","v108715","1.26.8","28.24","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Manufacturing","Tonnes","288","thousands","3","v108715","1.26.8","28.87","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Manufacturing","Tonnes","288","thousands","3","v108715","1.26.8","28.87","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Manufacturing","Tonnes","288","thousands","3","v108715","1.26.8","27.80","","","","2"
"2021","Canada","2021A000011124","Specialty cheese","Ending stocks","Tonnes","288","thousands","3","v108717","1.26.10","37.64","","","","2"
"2022","Canada","2021A000011124","Specialty cheese","Ending stocks","Tonnes","288","thousands","3","v108717","1.26.10","37.45","","","","2"
"2023","Canada","2021A000011124","Specialty cheese","Ending stocks","Tonnes","288","thousands","3","v108717","1.26.10","37.54","","","","2"
"2024","Canada","2021A000011124","Specialty cheese","Ending stocks","Tonnes","288","thousands","3","v108717","1.26.10","35.31","","","","2"
"2025","Canada","2021A000011124","Specialty cheese","Ending stocks","Tonnes","288","thousands","3","v108717","1.26.10","35.95","","","","2"
"2021","Canada","2021A000011124","Cottage cheese","Total supply","Tonnes","288","thousands","3","v108721","1.27.2","23.18","","","","2"
"2022","Canada","2021A000011124","Cottage cheese","Total supply","Tonnes","288","thousands","3","v108721","1.27.2","22.07","","","","2"
"2023","Canada","2021A000011124","Cottage cheese","Total supply","Tonnes","288","thousands","3","v108721","1.27.2","23.47","","","","2"
"2024","Canada","2021A000011124","Cottage cheese","Total supply","Tonnes","288","thousands","3","v108721","1.27.2","28.14","","","","2"
